Reg	Reg_correct	Operator	Operator_correct
NULL	NULL	AF552BF	AF7553
NULL	NULL	AF552HN	AFR552H
NULL	NULL	AF553NW	AFR
NULL	NULL	AF553TU	AFR553T
NULL	NULL	AF554MX	AF7554
NULL	NULL	AF554RV	AFR875D
NULL	NULL	AF555YN	AF7555
NULL	NULL	AF557NW	AF7557
NULL	NULL	AF557TU	AF7557
NULL	NULL	AF558FN	AF7558
NULL	NULL	AF559FU	AF7559
NULL	NULL	AF559XE	AF7559
NULL	NULL	AF560FC	AF7560
NULL	NULL	AF561YQ	AF7561
NULL	NULL	AF563FU	AF7563
NULL	NULL	AF564BH	AF7564
NULL	NULL	AF565DA	AF7565
NULL	NULL	AF565EE	AF6219
NULL	NULL	AF565UQ	AF7565
NULL	NULL	AF566BH	AF6214
NULL	NULL	AF566KD	AF7566
NULL	NULL	AF567UQ	AF6245
NULL	NULL	AF567WL	AF4003
NULL	NULL	AF568BH	AFR568B
NULL	NULL	AF568KD	AF7568
NULL	NULL	AF569LA	AF7569
NULL	NULL	AF569UQ	AFR569U
NULL	NULL	AF570TY	AF7570
NULL	NULL	AF570UU	AF7571
NULL	NULL	AF571AS	AFR571A
NULL	NULL	AF571YE	AFR
NULL	NULL	AF573XS	AF6134
NULL	NULL	AF578TY	AF7578
NULL	NULL	AF579AS	AFR217F
NULL	NULL	AF583VU	AF7583
NULL	NULL	AF584YE	AF7584
NULL	NULL	AF585WV	AFR668X
NULL	NULL	AF587WV	AFR587W
NULL	NULL	AF592PZ	AF7592
NULL	NULL	AF592UZ	AFR592U
NULL	NULL	AF592WW	AF7665
NULL	NULL	AF593ER	AF7593
NULL	NULL	AF593FJ	AF7593
NULL	NULL	AF593WA	AF7593
NULL	NULL	AF594UZ	AF3355
NULL	NULL	AF595ER	AF7595
NULL	NULL	AF595ZG	AF7595
NULL	NULL	AF596PZ	AF7596
NULL	NULL	AF597FJ	AF7597
NULL	NULL	AF601TH	AF6015
NULL	NULL	AF621JZ	AF7621
NULL	NULL	AF624JL	AF7624
NULL	NULL	AF625FZ	AF7625
NULL	NULL	AF626JL	AF7626
NULL	NULL	AF627JZ	AF7627
NULL	NULL	AF630YB	AF7630
NULL	NULL	AF633JZ	AF7633
NULL	NULL	AF634JL	AF7634
NULL	NULL	AF637FZ	AF7637
NULL	NULL	AF639YS	AF7639
NULL	NULL	AF640QI	AFR113G
NULL	NULL	AF640WV	AFR640W
NULL	NULL	AF641BW	AFR551M
NULL	NULL	AF641PQ	AF7641
NULL	NULL	AF643BW	AFR643B
NULL	NULL	AF643MJ	AF7643
NULL	NULL	AF643PQ	AFR643P
NULL	NULL	AF644QI	AFR644Q
NULL	NULL	AF644RY	AF7644
NULL	NULL	AF644YV	AF7644
NULL	NULL	AF645BW	AFR645B
NULL	NULL	AF645PQ	AFR645P
NULL	NULL	AF646QI	AFR646Q
NULL	NULL	AF646RY	AFR646R
NULL	NULL	AF646TC	AFR646T
NULL	NULL	AF648MM	AFR648M
NULL	NULL	AF648QI	AF7648
NULL	NULL	AF648RY	AF7648
NULL	NULL	AF649BW	AF7649
NULL	NULL	AF649PQ	AF7649
NULL	NULL	AF651PQ	AF7651
NULL	NULL	AF651WW	AF7681
NULL	NULL	AF652QI	AFR652Q
NULL	NULL	AF652RY	AFR652R
NULL	NULL	AF655UU	AF7655
NULL	NULL	AF656UA	AF7656
NULL	NULL	AF657UU	AF7657
NULL	NULL	AF659BW	AF7659
NULL	NULL	AF660XE	AF7660
NULL	NULL	AF660ZN	AFR660Z
NULL	NULL	AF661WN	AF7661
NULL	NULL	AF662KU	AFR662K
NULL	NULL	AF662KY	AFR662K
NULL	NULL	AF662KZ	AF7662
NULL	NULL	AF662XE	AFR662X
NULL	NULL	AF663KB	AFR663K
NULL	NULL	AF664DV	AFR664D
NULL	NULL	AF664XE	AFR664X
NULL	NULL	AF665PF	AF7665
NULL	NULL	AF665WN	AF7665
NULL	NULL	AF665YB	AF7665
NULL	NULL	AF666EI	AFR666E
NULL	NULL	AF666KU	AFR666K
NULL	NULL	AF667KB	AFR667K
NULL	NULL	AF667LQ	AFR667L
NULL	NULL	AF668EW	AF6023
NULL	NULL	AF668XE	AFR668X
NULL	NULL	AF669WN	AFR669W
NULL	NULL	AF670KU	AF7670
NULL	NULL	AF670PE	AFR670P
NULL	NULL	AF671BU	AF7671
NULL	NULL	AF671KB	AF7671
NULL	NULL	AF671WN	AF7671
NULL	NULL	AF672KU	AFR672K
NULL	NULL	AF672XE	AFR672X
NULL	NULL	AF673KB	AF7673
NULL	NULL	AF673WN	AF7673
NULL	NULL	AF673YO	AF7673
NULL	NULL	AF676BF	AF7676
NULL	NULL	AF677YS	AF7677
NULL	NULL	AF680SK	AF7683
NULL	NULL	AF680ZA	AF7680
NULL	NULL	AF681VC	AFR681V
NULL	NULL	AF682DV	AFR682D
NULL	NULL	AF683ER	AF7683
NULL	NULL	AF683RH	AFR683R
NULL	NULL	AF684DV	AF7684
NULL	NULL	AF684ZA	AF7684
NULL	NULL	AF685RH	AF7685
NULL	NULL	AF685VC	AF7685
NULL	NULL	AF686DV	AFR686D
NULL	NULL	AF686ZA	AF7686
NULL	NULL	AF686ZD	AFR685Q
NULL	NULL	AF687RH	AF7687
NULL	NULL	AF687VC	AF7687
NULL	NULL	AF688QI	AFR380V
NULL	NULL	AF688ZA	AF7688
NULL	NULL	AF689RH	AFR689R
NULL	NULL	AF689VC	AF7689
NULL	NULL	AF700TO	AF7705
NULL	NULL	AF700YH	AF7700
NULL	NULL	AF701BR	AF7701
NULL	NULL	AF701SD	AF7701
NULL	NULL	AF702KD	AF7702
NULL	NULL	AF702MJ	AFR702M
NULL	NULL	AF702YH	AF7702
NULL	NULL	AF703DR	AFR3DR
NULL	NULL	AF703HI	AF7703
NULL	NULL	AF703HN	AF4003
NULL	NULL	AF704EA	AF3354
NULL	NULL	AF704MJ	AF7704
NULL	NULL	AF704YH	AF7704
NULL	NULL	AF705HI	AFR5HI
NULL	NULL	AF706MJ	AFR6MJ
NULL	NULL	AF706QQ	AFR3WG
NULL	NULL	AF706YH	AF7706
NULL	NULL	AF707DR	AF7707
NULL	NULL	AF708FP	AF7708
NULL	NULL	AF708MJ	AF7708
NULL	NULL	AF708YH	AFR708Y
NULL	NULL	AF709BR	AF7709
NULL	NULL	AF709DR	AF7709
NULL	NULL	AF709HI	AF7709
NULL	NULL	AF711BR	AF7711
NULL	NULL	AF711DR	AF7711
NULL	NULL	AF711PX	AF6007
NULL	NULL	AF712MJ	AFR712M
NULL	NULL	AF712YH	AFR712Y
NULL	NULL	AF714MJ	AF7714
NULL	NULL	AF714TO	AF7714
NULL	NULL	AF714YH	AF7714
NULL	NULL	AF715BR	AF7715
NULL	NULL	AF715ZB	AFR715Z
NULL	NULL	AF720KG	AF7720
NULL	NULL	AF721PX	AF7721
NULL	NULL	AF725PX	AF7725
NULL	NULL	AF727PX	AF7727
NULL	NULL	AF728KG	AF7728
NULL	NULL	AF731PX	AF7731
NULL	NULL	AF732HF	AF7732
NULL	NULL	AF733EW	AF7733
NULL	NULL	AF735VI	AF7435
NULL	NULL	AF736HF	AF7736
NULL	NULL	AF737EW	AF7737
NULL	NULL	AF751RT	AF1807
NULL	NULL	AF752LK	AF7752
NULL	NULL	AF753QJ	AF7753
NULL	NULL	AF754LK	AF7754
NULL	NULL	AF756LK	AF7756
NULL	NULL	AF758LK	AF7758
NULL	NULL	AF762FC	AF7652
NULL	NULL	AF768BW	AFR806M
NULL	NULL	AF901	AFR901
NULL	NULL	AF958	AFR958
NULL	NULL	AFL2374	AFL2375
NULL	NULL	AFL2480	AFL2481
NULL	NULL	AFL2500	AFL2521
NULL	NULL	AFL2501	AFL2091
NULL	NULL	AFL2514	AFL1443
NULL	NULL	AFL2520	AFL2597
NULL	NULL	AFL2548	AFL2549
NULL	NULL	AFL2604	AFL1451
NULL	NULL	AFL2605	AFL2501
NULL	NULL	AFL2728	AFL1304
NULL	NULL	AFL2729	AFL2425
NULL	NULL	AFR012C	AFR12C
NULL	NULL	AFR019W	AF1019
NULL	NULL	AFR022C	AF1022
NULL	NULL	AFR033M	AF1033
NULL	NULL	AFR043R	AF1043
NULL	NULL	AFR048D	AF1048
NULL	NULL	AFR081P	AF1081
NULL	NULL	AFR1004	AFR458X
NULL	NULL	AFR1005	AFR148C
NULL	NULL	AFR100F	AF1100
NULL	NULL	AFR100L	AF1566
NULL	NULL	AFR100Z	AF1005
NULL	NULL	AFR1012	AF1012
NULL	NULL	AFR101P	AF1101
NULL	NULL	AFR1028	AF1028
NULL	NULL	AFR1029	AFR820C
NULL	NULL	AFR102L	AF1820
NULL	NULL	AFR103L	AF1032
NULL	NULL	AFR103Y	AF1103
NULL	NULL	AFR1055	AF1055
NULL	NULL	AFR1060	AF7667
NULL	NULL	AFR1067	AF1067
NULL	NULL	AFR107X	AF1107
NULL	NULL	AFR1084	AF1084
NULL	NULL	AFR1085	AF1085
NULL	NULL	AFR108Q	AF1043
NULL	NULL	AFR109P	AF1405
NULL	NULL	AFR10AB	AF1042
NULL	NULL	AFR10JQ	AF1049
NULL	NULL	AFR10SD	AF1004
NULL	NULL	AFR1102	AF7400
NULL	NULL	AFR1103	AF4208
NULL	NULL	AFR1115	AF7652
NULL	NULL	AFR111A	AF111A
NULL	NULL	AFR1120	AFR933J
NULL	NULL	AFR1122	AF1875
NULL	NULL	AFR1133	AF1133
NULL	NULL	AFR114J	AF1114
NULL	NULL	AFR116A	AF116A
NULL	NULL	AFR1178	AF1178
NULL	NULL	AFR117A	AF0117
NULL	NULL	AFR117Q	AF1117
NULL	NULL	AFR1184	AF1800
NULL	NULL	AFR1185	AF1185
NULL	NULL	AFR118B	AF1118
NULL	NULL	AFR119R	AF1196
NULL	NULL	AFR11AV	AF1103
NULL	NULL	AFR11CX	AF1104
NULL	NULL	AFR11MD	AF1178
NULL	NULL	AFR11YL	AF1149
NULL	NULL	AFR1205	AFR16JP
NULL	NULL	AFR120F	AF1204
NULL	NULL	AFR1212	AF1212
NULL	NULL	AFR1226	AF4026
NULL	NULL	AFR1228	AF1228
NULL	NULL	AFR123G	AFR202M
NULL	NULL	AFR123N	AF1212
NULL	NULL	AFR123U	AF1123
NULL	NULL	AFR1243	AF1554
NULL	NULL	AFR1248	AFR671K
NULL	NULL	AFR124J	AF1124
NULL	NULL	AFR126C	AFR4ZA
NULL	NULL	AFR127U	AF1127
NULL	NULL	AFR127V	AF1127
NULL	NULL	AFR128Q	AFR641B
NULL	NULL	AFR12PP	PRB1202
NULL	NULL	AFR12WJ	AF1238
NULL	NULL	AFR130U	AF1304
NULL	NULL	AFR132G	AF1132
NULL	NULL	AFR1349	AF1349
NULL	NULL	AFR134C	AF1134
NULL	NULL	AFR134N	AF1341
NULL	NULL	AFR1354	AFR697J
NULL	NULL	AFR1355	AF1554
NULL	NULL	AFR135Z	AF1135
NULL	NULL	AFR1382	AF6221
NULL	NULL	AFR1385	AF1385
NULL	NULL	AFR138N	AF1382
NULL	NULL	AFR1390	AFR37JC
NULL	NULL	AFR1391	AF1084
NULL	NULL	AFR139T	AF1139
NULL	NULL	AFR13JM	AF1316
NULL	NULL	AFR13SR	AF1330
NULL	NULL	AFR13VH	AF1343
NULL	NULL	AFR1408	AF6217
NULL	NULL	AFR1416	RAE1416
NULL	NULL	AFR141M	AF1417
NULL	NULL	AFR141R	AF1417
NULL	NULL	AFR141T	AF1107
NULL	NULL	AFR1427	AF6223
NULL	NULL	AFR142C	AF1453
NULL	NULL	AFR1443	AF1443
NULL	NULL	AFR146	AF0146
NULL	NULL	AFR148C	AF1148
NULL	NULL	AFR149	AF0513
NULL	NULL	AFR149A	AFR149
NULL	NULL	AFR149Q	AF1149
NULL	NULL	AFR14AH	AF1404
NULL	NULL	AFR14EE	PRB1416
NULL	NULL	AFR14HN	AF1427
NULL	NULL	AFR1502	AF7526
NULL	NULL	AFR150X	AF4001
NULL	NULL	AFR151B	PRB1516
NULL	NULL	AFR1526	AFR9BR
NULL	NULL	AFR152U	AF1526
NULL	NULL	AFR153T	AF1239
NULL	NULL	AFR1543	AFR542M
NULL	NULL	AFR1554	AF1554
NULL	NULL	AFR1555	AF1555
NULL	NULL	AFR155H	AF1712
NULL	NULL	AFR1567	AFR17HA
NULL	NULL	AFR1590	AFR545T
NULL	NULL	AFR1591	AF1496
NULL	NULL	AFR15FU	AF1504
NULL	NULL	AFR15KD	AF1579
NULL	NULL	AFR15ND	AF1548
NULL	NULL	AFR15TH	AF1505
NULL	NULL	AFR160U	AF1608
NULL	NULL	AFR161F	AF1004
NULL	NULL	AFR1620	AFR689R
NULL	NULL	AFR1621	AF6049
NULL	NULL	AFR163J	AF1630
NULL	NULL	AFR1648	AF1648
NULL	NULL	AFR1655	AF1655
NULL	NULL	AFR165Z	AF1165
NULL	NULL	AFR1666	AFR604F
NULL	NULL	AFR1689	AF7528
NULL	NULL	AFR168B	AF1168
NULL	NULL	AFR1694	AF6050
NULL	NULL	AFR169U	AF1169
NULL	NULL	AFR16NN	AF1648
NULL	NULL	AFR1702	AF7550
NULL	NULL	AFR171C	AF1462
NULL	NULL	AFR1727	AFR6MJ
NULL	NULL	AFR174U	AF1404
NULL	NULL	AFR1754	AF1754
NULL	NULL	AFR1755	AFR551M
NULL	NULL	AFR1784	AFR
NULL	NULL	AFR1785	AF1785
NULL	NULL	AFR178A	AF178A
NULL	NULL	AFR178L	AF1800
NULL	NULL	AFR179N	AF1792
NULL	NULL	AFR17DT	AF1703
NULL	NULL	AFR1807	AF1807
NULL	NULL	AFR1809	AF6047
NULL	NULL	AFR180H	AF1481
NULL	NULL	AFR180J	AF1180
NULL	NULL	AFR1814	AFR646R
NULL	NULL	AFR181B	AF1812
NULL	NULL	AFR181M	AF1181
NULL	NULL	AFR1821	AF3862
NULL	NULL	AFR1828	AFR20JS
NULL	NULL	AFR182K	AF1820
NULL	NULL	AFR182R	AF1828
NULL	NULL	AFR184T	AF1184
NULL	NULL	AFR1854	AF1854
NULL	NULL	AFR1855	AF1855
NULL	NULL	AFR1874	AF1874
NULL	NULL	AFR188X	AF1505
NULL	NULL	AFR1890	AFR8VT
NULL	NULL	AFR1891	AF1755
NULL	NULL	AFR18CM	AF1875
NULL	NULL	AFR18LK	AF1806
NULL	NULL	AFR18MA	AF1821
NULL	NULL	AFR18UH	AF1832
NULL	NULL	AFR190J	AF1238
NULL	NULL	AFR192	AF192
NULL	NULL	AFR194J	AF1194
NULL	NULL	AFR195R	AF1195
NULL	NULL	AFR195X	AF1187
NULL	NULL	AFR19SA	AF7503
NULL	NULL	AFR19VP	AF6229
NULL	NULL	AFR201T	AF1584
NULL	NULL	AFR202B	AF1874
NULL	NULL	AFR202G	AF1202
NULL	NULL	AFR203P	AF1203
NULL	NULL	AFR204F	AF1204
NULL	NULL	AFR205T	AF1205
NULL	NULL	AFR207Z	AF1806
NULL	NULL	AFR209R	AF1711
NULL	NULL	AFR212B	AF1212
NULL	NULL	AFR218	AF218
NULL	NULL	AFR219Z	AF1219
NULL	NULL	AFR21KQ	AF7508
NULL	NULL	AFR21ME	AF6140
NULL	NULL	AFR21ZR	AF6211
NULL	NULL	AFR224H	AF1224
NULL	NULL	AFR226	AF226
NULL	NULL	AFR227W	AF1227
NULL	NULL	AFR229N	AF1229
NULL	NULL	AFR229R	AF1414
NULL	NULL	AFR22DN	AF7563
NULL	NULL	AFR22QL	AF7571
NULL	NULL	AFR22VW	AF4231
NULL	NULL	AFR233W	AFR212T
NULL	NULL	AFR235Z	AF1226
NULL	NULL	AFR236H	AF1888
NULL	NULL	AFR238J	AF1238
NULL	NULL	AFR239N	AF1239
NULL	NULL	AFR23HB	AF7592
NULL	NULL	AFR23KJ	AF7706
NULL	NULL	AFR23QN	AF1702
NULL	NULL	AFR23RT	AF6231
NULL	NULL	AFR242H	AF1242
NULL	NULL	AFR244U	AF1012
NULL	NULL	AFR246L	AF1246
NULL	NULL	AFR247X	AF1247
NULL	NULL	AFR249Z	AF1249
NULL	NULL	AFR24DX	AF4250
NULL	NULL	AFR24SR	AF4259
NULL	NULL	AFR257	AF257
NULL	NULL	AFR25FQ	AF7571
NULL	NULL	AFR25PH	AF4245
NULL	NULL	AFR25WE	AF6228
NULL	NULL	AFR266D	AF1266
NULL	NULL	AFR26KH	AF6004
NULL	NULL	AFR26LY	AF6023
NULL	NULL	AFR26UX	AF7510
NULL	NULL	AFR271U	AF1893
NULL	NULL	AFR275M	AF1275
NULL	NULL	AFR27CT	AF6207
NULL	NULL	AFR280H	AF1280
NULL	NULL	AFR285J	AF1285
NULL	NULL	AFR28PP	AF7417
NULL	NULL	AFR28XN	AF7565
NULL	NULL	AFR290T	AF1148
NULL	NULL	AFR294J	AF1855
NULL	NULL	AFR29AF	PRB7581
NULL	NULL	AFR29NP	AF1821
NULL	NULL	AFR29RM	AF6213
NULL	NULL	AFR300F	AF1300
NULL	NULL	AFR303E	AF1767
NULL	NULL	AFR304D	AF1855
NULL	NULL	AFR305Z	AF1305
NULL	NULL	AFR306	AF0306
NULL	NULL	AFR306E	AF1306
NULL	NULL	AFR30YV	AF1730
NULL	NULL	AFR310G	AF1310
NULL	NULL	AFR311R	AF1311
NULL	NULL	AFR312H	AF1312
NULL	NULL	AFR313Q	AF1313
NULL	NULL	AFR314C	AF1314
NULL	NULL	AFR315G	AF1228
NULL	NULL	AFR315X	AF1315
NULL	NULL	AFR316D	AF1316
NULL	NULL	AFR317M	AF1317
NULL	NULL	AFR318L	AF1318
NULL	NULL	AFR318R	AF1543
NULL	NULL	AFR319W	AF319
NULL	NULL	AFR31BP	AF6205
NULL	NULL	AFR31CP	AF7671
NULL	NULL	AFR31FP	AF7672
NULL	NULL	AFR31ML	AF6225
NULL	NULL	AFR31VN	AF7671
NULL	NULL	AFR31WZ	AF4313
NULL	NULL	AFR326F	AF1326
NULL	NULL	AFR327T	AF1327
NULL	NULL	AFR32MV	AF7651
NULL	NULL	AFR32SX	AF6218
NULL	NULL	AFR332	AF0332
NULL	NULL	AFR334L	AF1295
NULL	NULL	AFR338D	AF1067
NULL	NULL	AFR339	AFR559
NULL	NULL	AFR339M	AF1339
NULL	NULL	AFR33AG	AF7673
NULL	NULL	AFR33GZ	AF7508
NULL	NULL	AFR33KP	AF6213
NULL	NULL	AFR342B	AF1342
NULL	NULL	AFR343P	AF1343
NULL	NULL	AFR347G	AF1834
NULL	NULL	AFR348H	AF1348
NULL	NULL	AFR34BB	AF7652
NULL	NULL	AFR34XE	AF6215
NULL	NULL	AFR350H	AF1350
NULL	NULL	AFR355F	AF1567
NULL	NULL	AFR35FN	AF7542
NULL	NULL	AFR35MP	AF6231
NULL	NULL	AFR35UF	AF6010
NULL	NULL	AFR361V	AF6102
NULL	NULL	AFR362S	AF1897
NULL	NULL	AFR362V	AF7525
NULL	NULL	AFR363J	AF1738
NULL	NULL	AFR365V	AF365
NULL	NULL	AFR366D	AF1366
NULL	NULL	AFR367	AFR897
NULL	NULL	AFR368W	AF1047
NULL	NULL	AFR36KZ	AF7562
NULL	NULL	AFR36ZJ	AF7666
NULL	NULL	AFR371B	AF1028
NULL	NULL	AFR372V	AF1135
NULL	NULL	AFR373A	AF373A
NULL	NULL	AFR373N	AF1373
NULL	NULL	AFR373V	AF373
NULL	NULL	AFR374E	AF1374
NULL	NULL	AFR374V	AFR
NULL	NULL	AFR37EY	AF7505
NULL	NULL	AFR37TR	AF7665
NULL	NULL	AFR380B	AF1380
NULL	NULL	AFR380V	AF7455
NULL	NULL	AFR382C	AF1724
NULL	NULL	AFR3832	AF3832
NULL	NULL	AFR3849	AF3849
NULL	NULL	AFR3852	AF3852
NULL	NULL	AFR3865	AF3849
NULL	NULL	AFR3873	AF3873
NULL	NULL	AFR393A	AF393
NULL	NULL	AFR393Z	AF1624
NULL	NULL	AFR394A	AF394
NULL	NULL	AFR395R	AF1395
NULL	NULL	AFR395W	AF1395
NULL	NULL	AFR398V	AFR398
NULL	NULL	AFR39GG	AF7561
NULL	NULL	AFR39NC	AF7589
NULL	NULL	AFR39XK	AF6003
NULL	NULL	AFR4003	AF4003
NULL	NULL	AFR400L	AF1400
NULL	NULL	AFR4016	AF4016
NULL	NULL	AFR4017	AF4017
NULL	NULL	AFR401Q	AF1401
NULL	NULL	AFR402B	AF1623
NULL	NULL	AFR403U	AF1063
NULL	NULL	AFR404L	AF1404
NULL	NULL	AFR405N	AF1405
NULL	NULL	AFR406B	AF406B
NULL	NULL	AFR409P	AF1409
NULL	NULL	AFR40EJ	AF1023
NULL	NULL	AFR4100	AF4101
NULL	NULL	AFR4101	AF4101
NULL	NULL	AFR4102	AF4102
NULL	NULL	AFR4104	AF4104
NULL	NULL	AFR4110	AF4106
NULL	NULL	AFR4111	AF4111
NULL	NULL	AFR4112	AF7704
NULL	NULL	AFR4116	AF4207
NULL	NULL	AFR4117	AF4117
NULL	NULL	AFR4118	AF1820
NULL	NULL	AFR4119	AF4119
NULL	NULL	AFR4120	AF4120
NULL	NULL	AFR4121	AF4121
NULL	NULL	AFR413N	AF1146
NULL	NULL	AFR413W	AF1301
NULL	NULL	AFR4140	AF4140
NULL	NULL	AFR414J	AF1504
NULL	NULL	AFR415	AF0415
NULL	NULL	AFR415T	AF1415
NULL	NULL	AFR4197	AF4197
NULL	NULL	AFR41DH	AF4111
NULL	NULL	AFR41FP	AF6005
NULL	NULL	AFR41LP	AF4100
NULL	NULL	AFR41MW	AFR
NULL	NULL	AFR41NE	AF4120
NULL	NULL	AFR41QF	AF4117
NULL	NULL	AFR41RA	AF4119
NULL	NULL	AFR41SK	AF4116
NULL	NULL	AFR41TZ	AF4101
NULL	NULL	AFR41WX	AF4121
NULL	NULL	AFR41YB	AF4102
NULL	NULL	AFR422D	AF1422
NULL	NULL	AFR4252	AF4252
NULL	NULL	AFR426L	AF1426
NULL	NULL	AFR426U	AF1624
NULL	NULL	AFR428Q	AF1641
NULL	NULL	AFR42KE	AF6124
NULL	NULL	AFR42NM	AF1806
NULL	NULL	AFR42SP	AF6203
NULL	NULL	AFR430W	AF1213
NULL	NULL	AFR432H	AF1432
NULL	NULL	AFR438D	AF1438
NULL	NULL	AFR439P	AF1439
NULL	NULL	AFR43VX	AF7564
NULL	NULL	AFR440E	AF1440
NULL	NULL	AFR441T	AF1441
NULL	NULL	AFR442F	AFR32QB
NULL	NULL	AFR443R	AF1443
NULL	NULL	AFR447Q	AF1266
NULL	NULL	AFR448F	AF1448
NULL	NULL	AFR448L	AF1726
NULL	NULL	AFR449J	AF1449
NULL	NULL	AFR44QB	AF7438
NULL	NULL	AFR44TT	AF6011
NULL	NULL	AFR450N	AF1062
NULL	NULL	AFR452	AF7667
NULL	NULL	AFR454A	AF454A
NULL	NULL	AFR45VJ	AF7557
NULL	NULL	AFR460	AF460
NULL	NULL	AFR463W	AF1463
NULL	NULL	AFR466G	AF1466
NULL	NULL	AFR46CR	AF7667
NULL	NULL	AFR46KA	AF6206
NULL	NULL	AFR46LA	AF6229
NULL	NULL	AFR46QZ	AF6220
NULL	NULL	AFR470H	AF1116
NULL	NULL	AFR472J	AF1472
NULL	NULL	AFR477W	AF1477
NULL	NULL	AFR47FN	AF6203
NULL	NULL	AFR47UT	AF6207
NULL	NULL	AFR47XQ	AF4233
NULL	NULL	AFR48JE	AF7539
NULL	NULL	AFR493P	AF1194
NULL	NULL	AFR495W	AF1495
NULL	NULL	AFR49AQ	AF6222
NULL	NULL	AFR49DA	AF6007
NULL	NULL	AFR49JV	AF6204
NULL	NULL	AFR49KR	AF6020
NULL	NULL	AFR49UR	AF6232
NULL	NULL	AFR503	AF503
NULL	NULL	AFR503Q	AF1503
NULL	NULL	AFR503X	AF1195
NULL	NULL	AFR504L	AFR641N
NULL	NULL	AFR505G	AF1560
NULL	NULL	AFR505W	AF1312
NULL	NULL	AFR508	AF508
NULL	NULL	AFR509N	AF7551
NULL	NULL	AFR510L	AF1727
NULL	NULL	AFR511N	AF1511
NULL	NULL	AFR512F	AF1512
NULL	NULL	AFR513	AF0513
NULL	NULL	AFR513B	AF513B
NULL	NULL	AFR513X	AF1513
NULL	NULL	AFR514	AF514
NULL	NULL	AFR516B	AF1516
NULL	NULL	AFR516E	RAE1516
NULL	NULL	AFR518H	AF1518
NULL	NULL	AFR51LU	AF7583
NULL	NULL	AFR51PZ	AF6236
NULL	NULL	AFR51TV	AF4253
NULL	NULL	AFR51TZ	AF4255
NULL	NULL	AFR51UP	AF1820
NULL	NULL	AFR51XL	AF6219
NULL	NULL	AFR521	AF0521
NULL	NULL	AFR521A	AF521
NULL	NULL	AFR521B	AF1085
NULL	NULL	AFR522	AF522
NULL	NULL	AFR524	AF0524
NULL	NULL	AFR52BZ	AF6027
NULL	NULL	AFR52LK	AFR91PV
NULL	NULL	AFR530	AF0530
NULL	NULL	AFR530X	AF1088
NULL	NULL	AFR531F	AF1855
NULL	NULL	AFR535	AF535
NULL	NULL	AFR535A	AF0535
NULL	NULL	AFR535T	AF1366
NULL	NULL	AFR536	AF536
NULL	NULL	AFR53DL	AF7569
NULL	NULL	AFR53FY	AF6214
NULL	NULL	AFR53XW	AF6231
NULL	NULL	AFR541C	AF1029
NULL	NULL	AFR541R	AF1310
NULL	NULL	AFR546H	AF1246
NULL	NULL	AFR547	AF547
NULL	NULL	AFR548G	AF1548
NULL	NULL	AFR549Q	AF1549
NULL	NULL	AFR54CB	AF4021
NULL	NULL	AFR54FL	AF7559
NULL	NULL	AFR54SR	AF7552
NULL	NULL	AFR54VK	AF6005
NULL	NULL	AFR551M	AF1785
NULL	NULL	AFR552C	AF1552
NULL	NULL	AFR553Q	AF1553
NULL	NULL	AFR558	AF558
NULL	NULL	AFR558B	AF1314
NULL	NULL	AFR559	AF559
NULL	NULL	AFR55GJ	AF6134
NULL	NULL	AFR562	AF0562
NULL	NULL	AFR565T	AF1565
NULL	NULL	AFR566	AF566
NULL	NULL	AFR566C	AF1839
NULL	NULL	AFR566J	AFR3FF
NULL	NULL	AFR56JB	AF7671
NULL	NULL	AFR56SP	AF7670
NULL	NULL	AFR56VB	AF6200
NULL	NULL	AFR571M	AF1380
NULL	NULL	AFR576L	AF1576
NULL	NULL	AFR577R	AF1577
NULL	NULL	AFR578J	AF1578
NULL	NULL	AFR579J	AF1263
NULL	NULL	AFR579U	AF1579
NULL	NULL	AFR57JK	AF1807
NULL	NULL	AFR57LY	AF7641
NULL	NULL	AFR57NE	AF6016
NULL	NULL	AFR57TQ	AF7567
NULL	NULL	AFR57WF	AF7553
NULL	NULL	AFR580L	AF1580
NULL	NULL	AFR582F	AF1582
NULL	NULL	AFR585P	AF1158
NULL	NULL	AFR587H	AF1442
NULL	NULL	AFR589G	AF1348
NULL	NULL	AFR589P	AF1589
NULL	NULL	AFR58JB	AF7593
NULL	NULL	AFR58JW	AF7673
NULL	NULL	AFR59AR	AFR44SM
NULL	NULL	AFR59LV	AF7500
NULL	NULL	AFR59YM	AF7683
NULL	NULL	AFR600F	AF6008
NULL	NULL	AFR600M	AF6006
NULL	NULL	AFR600R	AF6002
NULL	NULL	AFR601E	AF6018
NULL	NULL	AFR601U	AF6010
NULL	NULL	AFR601X	AF6012
NULL	NULL	AFR602N	AF6028
NULL	NULL	AFR605M	AF1305
NULL	NULL	AFR609N	AF1609
NULL	NULL	AFR60BD	AF7671
NULL	NULL	AFR60CH	AF6014
NULL	NULL	AFR60EP	AF6006
NULL	NULL	AFR60FB	AF6004
NULL	NULL	AFR60GT	AF6001
NULL	NULL	AFR60MX	AF6003
NULL	NULL	AFR60NL	AF6021
NULL	NULL	AFR60NP	AF6013
NULL	NULL	AFR60PW	AF6024
NULL	NULL	AFR60PY	AF6007
NULL	NULL	AFR60QN	AF6015
NULL	NULL	AFR60RQ	AF6026
